item_ord,content_hash,model,prompt_version,category_content,confidence,is_security_hardening,is_performance,rationale
955,c47570d25653ecbf,qwen3:30b-a3b,v2,Replication & recovery,0.95,true,false,"The fix addresses a scenario where a subscription's connection string might be used after the owner's privileges were changed, potentially leading to security issues if the new owner lacks the necessary credentials. This is fundamentally about ensuring proper access control and security validation before using the connection string."
960,690a3de077585fca,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a memory leak during connection string validation for CREATE SUBSCRIPTION, which is a resource management issue rather than a security vulnerability or performance improvement. Memory leaks are not classified under 'Numeric, overflow & limits' but fall under the affected component's category, which here is related to connection handling in replication."
967,52860465df139c3c,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue where initdb's --no-locale option was not functioning as intended due to commented-out lc_xxx parameters in postgresql.conf. This relates to the configuration of locale-related settings during database initialization, which falls under data type and configuration handling rather than security or performance."
970,de77a3fc9449a249,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an out-of-memory condition in pg_dump, which is a client tool. The issue is about detecting memory exhaustion during the operation of pg_dump, not about numeric overflow or performance."
993,160523c0d3675d1e,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,true,"The fix addresses an issue in VACUUM where the visibility map state was not updated correctly when using the DISABLE_PAGE_SKIPPING option, leading to unnecessary I/O due to all heap pages being dirtied. This is fundamentally about storage management and efficiency within the VACUUM process."
997,f97e6542f3e80ca6,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses an issue in query planning related to sorting aggregate functions with ORDER BY or DISTINCT, specifically when parallel plans are involved. This is about the planner's ability to correctly identify pathkey items for sorting, which falls under query planning and optimization."
1003,9e592bef7d16e12e,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,true,"The fix replaces a linear search with a hash table for catcache list objects, which directly addresses performance issues related to slow operations in environments with many roles. This is a performance optimization, not a security or correctness issue."
1016,29f6026f169cc541,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a race condition related to replication slot invalidation, which could cause incorrect conflict reporting. This is a concurrency issue affecting replication stability, not a security vulnerability or performance improvement."
1021,b87b128b719a23fb,qwen3:30b-a3b,v2,Client interfaces,0.95,false,false,"The fix addresses a thread-safety issue in error reporting for getaddrinfo() on Windows, specifically preventing incorrect or corrupted error messages in multi-threaded libpq client programs during network lookup failures. This is a concurrency issue affecting stability and correctness of error handling in a client interface component."
1026,d2fa84bf2eae00d9,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses the case-insensitivity of parameter names in the initdb -c option, aligning it with the server's behavior to prevent redundant entries in postgresql.conf. This is about ensuring consistency in configuration handling, not security, performance, or a specific technical category like execution or indexes."
1039,7dbf38cad7c7d291,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses a specific issue in the query planning phase where a Merge Right Anti Join plan produces incorrect results due to duplicated join keys in the outer relation when the inner relation has unique join keys. This is fundamentally about query planning and optimization, specifically the planner's handling of join strategies and key uniqueness constraints."
1047,79c63cfe2badeee1,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses the input handling of the ISO-8601 extended time format for time and timetz data types, specifically re-enabling support for formats like T12:34:56. This relates to how time values are parsed and interpreted, which falls under data type behavior and text handling."
1054,9db94fb61e9d52fb,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue with the `strnxfrm()` function in the context of non-deterministic collations, which is related to text and collation handling. This is not a security or performance issue but specifically about how collations are processed during text operations."
1065,bddaea1d86a081b8,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue where positional parameters with underscores (e.g., $1_234) were incorrectly accepted as valid tokens, causing parsing errors. The change reverts to the original behavior where parameters must consist of $ followed only by digits, ensuring correct tokenization and preventing invalid syntax from being processed."
1079,e28ccf873b313e64,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a specific issue in PL/pgSQL where integer literals with underscores (introduced in v16) were not properly handled in range expressions, causing syntax errors. This is a correctness issue in the PL/pgSQL language parser or interpreter, not a security or performance problem."
1086,d084cd11ce03e45f,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue where the SQL-language function executor did not correctly pass the query ID for utility statements within functions, which affects how pg_stat_statements tracks these statements. This is about the correct handling of query execution within functions, specifically related to utility statements not being properly identified for statistics collection."
1101,927f7055ea64fd7d,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,true,"The fix addresses a performance issue related to query optimization, specifically the handling of subqueries under outer joins that are later simplified to plain joins. The problem was caused by overoptimistic simplification in the query-pullup logic, leading to suboptimal query execution plans."
1104,de6cce102d7fed85,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a server crash caused by using a volatile function within a json_objectagg() call, which relates to backend stability and execution behavior rather than query planning or data types. This is a crash during execution, not a wrong result or a security issue."
1105,6fb793110befea47,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a correctness issue in JSON object construction where duplicate keys could be incorrectly accepted or reported when the object exceeds a kilobyte in size. This pertains to the proper handling of JSON data types and their semantics during construction, specifically ensuring key uniqueness as per JSON standards."
1107,abcc670bb24298ef,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue with locale names containing non-ASCII characters on Windows, specifically preventing crashes caused by unclear encoding representation in the Windows runtime library. This is fundamentally about handling data types and text encoding in locale names, which falls under the 'Data types, text & collation' category."
1116,bf5a88060713da3b,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses issues with the indentation and whitespace handling in the XMLSERIALIZE function's output, specifically ensuring proper indentation of nodes separated by whitespace and preventing an unnecessary trailing newline. This relates to the correct formatting of XML output, which falls under data type and text handling."
1118,579a5a8b6cf07c37,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a parsing issue where the ORDER BY clause was misinterpreted due to a name conflict between output and input columns, leading to incorrect display of views. This is fundamentally about query parsing and semantics during execution, not a security or performance issue."
1122,665003ccf833a9d8,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue where the `pg_stat_io` view displayed incorrect data (garbage) in the `stats_reset` timestamp column specifically on 32-bit machines, indicating a problem with how timestamps are handled or stored on that architecture."
1126,a188a7c00ce60e5d,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix ensures that logical replication apply workers do not advance the origin progress point during errors or shutdowns, preventing potential transaction loss by maintaining the source server's ability to resend data."
1136,699dea7f921dac30,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a memory leak in the psql client tool when repeatedly using the \bind command, which is a command-line utility for interacting with PostgreSQL. This is a stability issue related to memory management in the client tool, not a security vulnerability or performance improvement."
1137,08bd6ad72cb6e5c8,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a specific behavior in the psql command-line tool where specifying an interval less than 1ms would cause the tool to hang, instead treating it as zero wait time. This is a client tool behavior issue, not related to security, performance, or other categories like execution correctness or numeric limits."
1168,aabca326e44d28f7,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses a planner error related to incorrect handling of subqueries within outer joins, specifically preventing 'varnullingrels' errors. This is fundamentally about query planning and optimization, as it involves the planner's logic for processing subqueries and joins."
1169,a483a752e5abfb82,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses an issue where nulling-relation marker bits were not ignored during statistics lookup, which could cause incorrect use of statistics or corrupt MVNDistinct entries. This relates to query planning and optimization, as statistics are critical for the planner to make accurate decisions about query execution."
1173,f1afaf7dd4a5002e,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a scenario where the postmaster (the main PostgreSQL server process) fails to timely respond to client connections due to an already-set process latch interfering with socket event detection. This is fundamentally about backend stability and process communication, specifically related to the postmaster's ability to handle socket events under heavy load, which falls under concurrency and crashes."
1178,0a1d0a4c6c408382,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a memory leak related to updating application_name or cluster_name settings, which is a stability issue not tied to a specific component like execution or storage. Memory leaks are not classified under 'Numeric, overflow & limits' but rather under stability concerns, so it falls under 'Concurrency, locking & crashes' as it affects backend stability."
1198,713244866b8658c3,qwen3:30b-a3b,v2,Client tools,0.95,true,false,"The fix addresses a memory leak specifically related to the decompression of zstd-compressed data in pg_restore, which is a client tool. Memory leaks are not classified under 'Numeric, overflow & limits' but rather under the affected component, and since it's a memory leak, it should be flagged as a security hardening issue."
1200,878a41d2aaf97bbd,qwen3:30b-a3b,v2,Extensions & contrib,0.95,true,false,"The fix addresses a security-related issue with the search path in SQL-language functions within the earthdistance extension, specifically to prevent potential attacks and ensure compatibility with PostgreSQL v17's security restrictions on generated columns. It is not about performance or numeric overflow."
1202,f3fa6e00457a21d5,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a build system issue related to supporting older OpenSSL library names on Windows, specifically adding support for 'ssleay32' and 'libeay32' libraries. This is a build-time compatibility adjustment, not related to runtime behavior, security, or performance."
1203,ec54ce1a60a8ab53,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses unresolved external symbol errors in Windows builds using meson for libcommon and libpgport functions, which are related to the build system and platform compatibility."
1204,dae13f3d39e11576,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a meson configuration issue related to detecting the OSSP uuid.h header file under MSVC, which is a build system configuration problem specific to the MSVC compiler on Windows."
1205,60c9ad4ce0260a69,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses the installation path for pgevent during the Meson build process, aligning it with the behavior of the Make-based and MSVC build systems. This is a build system configuration issue, not related to security, performance, or any of the other content categories."
1206,d46a7ddf0f9fb8f7,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses the installation path for sepgsql.sql during the build process, ensuring it is placed in the correct directory (share/contrib/) as per the make-based build system's behavior. This is a build system configuration issue, not related to security, performance, or any functional aspect of the database."
1208,3d028517bab8df0e,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a build system issue related to detecting the availability of a specific system header file (bsd_auth.h) in the Meson build system. This is a build configuration problem, not related to runtime behavior, security, or performance."
1216,3fc0fa748dd98a8b,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a specific issue where array_agg() was being incorrectly attempted to be parallelized when its argument was an anonymous record type, which the parallel worker protocol cannot handle. This is fundamentally about query execution and correctness, as it prevents an invalid operation that would lead to incorrect behavior or crashes."
1223,26f83a0094555402,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a missing deparsing of the INDENT option in XMLSERIALIZE(), which was causing views or rules to be dumped without the INDENT clause, leading to incorrect results upon restore. This is fundamentally about ensuring correct SQL semantics during execution and data handling, specifically related to the XMLSERIALIZE function's behavior in serialization and restoration."
1224,2a60f4b874ef348a,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a scenario where aggregate function arguments are prematurely evaluated before the FILTER clause, potentially causing errors like division by zero. This is fundamentally about ensuring correct query execution semantics by preventing incorrect evaluation order, which falls under Execution & correctness (category 2). It does not involve security hardening or performance improvements."
1230,c1111654c48ca140,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses the reporting frequency of I/O statistics for active WAL senders in the pg_stat_io view, ensuring that I/O performed by WAL senders is reported within one second instead of waiting for the process to exit. This is about improving the accuracy and timeliness of monitoring data for replication processes."
1232,70068ba82e5e98cc,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,false,false,"The fix addresses an infinite loop caused by setting scram_iterations to INT_MAX, which relates to numeric overflow or limits in the SCRAM authentication mechanism. This is not a security hardening issue as it's not a memory safety vulnerability but rather a numeric limit handling problem."
1233,70f8e77f4a63d96a,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a potential crash caused by double transformation of a JSON array subquery, which relates to backend stability and execution correctness rather than a security vulnerability or performance issue."
1235,1489d1467969d22a,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a crash occurring due to an out-of-memory condition during GUC (Grand Unified Configuration) assignments, which is a backend stability issue not tied to a specific component like indexing or replication. This is a crash related to memory allocation failure, not a security vulnerability or performance issue."
1237,5b920f3719a09bc0,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix prevents copying of invalidated replication slots, which addresses a potential issue where an invalid slot might reference WAL that has already been removed, leading to replication inconsistencies or failures. This is fundamentally about replication behavior and stability."
1238,dee35e90a6da4d28,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix prevents restoring logical replication slots on standby servers not in hot-standby mode, addressing a scenario where a slot could remain valid after promotion with insufficient wal_level. This is about replication behavior and ensuring correct replication slot management during promotion, which falls under replication and recovery."
1241,5dea1ebdd189d480,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a scenario where a replication apply worker encounters an error but doesn't exit, leading to an incorrect reset of the replication origin. This could cause duplicate data application, which is a correctness issue in replication behavior. The core problem is in the replication process logic, not a security vulnerability or performance issue."
1243,09c420e008ba28a2,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a logic error in subscription creation that detects when a table is being followed through multiple publications, which could lead to duplicate data. It specifically enhances the detection to include partition parent and child tables, ensuring correct subscription behavior without data duplication."
1279,92f0483b6a8fd92d,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,true,"The fix addresses a delay in launching new logical replication workers, specifically preventing excessive sleep periods that exceed the configured wal_retrieve_retry_interval. This relates to the efficiency and timing of replication worker management within the replication system."
1280,cbe614634d85dd9e,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a use-after-free error during logical replication of INSERT ... ON CONFLICT, which could lead to incorrect progress reporting or a crash of the WAL sender process. This is a memory safety issue (use-after-free) that could be exploited for security vulnerabilities or cause instability."
1282,8c17cc46850481a8,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a scenario where logical WAL senders could become stuck during standby server shutdown due to attempting to send WAL data beyond what has been replayed, which could lead to a hang or deadlock. This is fundamentally about ensuring proper coordination and state management during replication shutdown, preventing a potential hang or deadlock in the replication process."
1284,2ffeb22d7d862592,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,true,false,"The fix addresses memory leaks specifically related to the XMLSERIALIZE function with the INDENT option, which is a data type and text processing operation. Memory leaks are not classified under 'Numeric, overflow & limits' but rather under the component affected, which in this case is data type and text handling. Since it's a memory leak, it should be flagged as security hardening."
1311,4c7d3abe728314e3,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a compatibility warning during the build process when using Meson with MSVC, which is related to the build system and platform compatibility."
1317,25ed1f923d7970fb,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses a misclassification of JSON constructor expressions (like JSON_OBJECT()) as strict when they can return non-null results with null inputs, leading to incorrect query planning. This is fundamentally about query planning and optimization, specifically the planner's handling of expression strictness."
1345,af8d2d5a9ddc0f3a,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a specific issue where the same signal number was used for both worker shutdown and lock timeout in parallel apply workers for logical replication, causing confusion and potential misbehavior. This is fundamentally about ensuring correct handling of signals in the replication process, which falls under concurrency and locking mechanisms."
1349,b986920760b9a8d6,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses unnecessary invalidation of logical replication slots, which relates to the management and stability of replication mechanisms in PostgreSQL. This is not a security or performance issue but rather a correctness or efficiency concern within replication."
1353,7e637fc14d7ebe21,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a crash that occurs when using specific libsanitizer options, which are tools for detecting memory errors. This is a stability issue related to backend crashes, not a security vulnerability or performance improvement."
1372,5c2674526dc73c2a,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,false,true,"The fix applies specific compiler optimization flags to certain source files during the Meson build process to align with the existing Makefile build behavior, focusing on performance-related compiler settings for numeric and checksum operations."
1381,3240515b40643663,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses a potential planner failure caused by confusion in deduplicating duplicate window function calls, which affects query planning and optimization."
1401,6257421433b62d2e,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a logical replication issue where transactions were being lost due to a failure in parallel worker application, specifically ensuring that logical replication progress is not advanced after such a failure to prevent data loss."
1407,8afaa625b37b155b,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix introduces a new server parameter to control the file extension method, addressing issues with posix_fallocate() on certain file systems. This is about storage management and file system interactions, not security or performance."
1408,ad4962aa9722b9ed,qwen3:30b-a3b,v2,Client interfaces,0.95,true,false,"The fix addresses the handling of the O_CLOEXEC flag on Windows to prevent file handle leakage into child processes, which is a security concern related to process handling and file descriptor management."
1409,94d8ad029eadd8e4,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses an issue with parsing long command-line options in Solaris executables built with Meson, which is related to the build system and platform-specific handling of command-line arguments."
1420,92dce9ae5d2dee4f,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses a bug in the planner's handling of outer joins within a LATERAL UNION ALL subquery, which could cause incorrect query results by skipping necessary NOT NULL tests. This is fundamentally about query planning and optimization, specifically the planner's logic for determining join conditions and nullability."
1426,735a0530946ca7ec,qwen3:30b-a3b,v2,Replication & recovery,0.95,true,false,"The fix addresses a security vulnerability where unquoted object names in logical replication origin checks allowed arbitrary SQL execution on the publisher, which is a critical security issue involving improper input handling leading to potential code injection."
1437,ad246c42254f43ac,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses an issue in the query planner where relation references were not fully removed from RestrictInfo structs during join removal, leading to planner failures and incorrect plan considerations. This is fundamentally about the query planning process and optimization."
1450,255209e5df001a57,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a bug in the array_agg_array_combine() function where null bitmaps were not being combined correctly, leading to incorrect results in parallelized array_agg calculations. This is fundamentally about ensuring correct query results during execution, specifically related to array aggregation behavior."
1451,8d3d6b08b8cdbe9f,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses retrying the sync_file_range() system call when it encounters an EINTR error, which is a common signal interruption during I/O operations. This is a stability and reliability improvement related to file I/O operations in the storage layer."
1453,9a1b270fdc6b0cb8,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a reporting issue in activity statistics for parallel apply workers when idle, specifically ensuring that statistics from completed transactions are reported promptly, which relates to monitoring and reporting within the replication or recovery system."
1460,0a9a1d6b56e6bf3b,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,true,false,"The fix addresses memory leaks in ICU-based string processing, which are memory safety issues rather than numeric or overflow problems. Memory leaks are a type of memory safety weakness that can lead to resource exhaustion or potential security vulnerabilities."
1467,bd8ce7977593fc8e,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an issue in pg_dumpall where role GRANTs with dangling grantor OIDs were being skipped, leading to potential loss of grants. It ensures that such GRANTs are emitted without a GRANTED BY clause, maintaining consistency with pre-v16 behavior and avoiding data loss."
1505,41b4ebc8b45cd975,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a specific issue in the query planning logic related to outer joins, where a constant value from the nullable side of an outer join was not being correctly replaced with NULL in certain edge cases. This pertains to the correctness of query execution and the behavior of join operations, which falls under the category of Execution & correctness."
1510,6c7dc42480b70c18,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a missing lock release in role membership grants during a DROP OWNED BY operation, which caused a warning and retained a lock until transaction end. This is a concurrency issue related to locking mechanisms."
1511,dcf82d575729a8d9,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue where EXPLAIN failed to correctly parse or display SQL/JSON aggregates due to an invalid node type in the plan structure, specifically related to the deparse process of JSON aggregates. This is fundamentally about query execution and correct representation of query plans, not about performance, security, or other categories."
1517,731d977ccdcab8ba,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a scenario where a publication table is dropped concurrently, preventing a failure in the function pg_get_publication_tables(). This relates to handling concurrent operations on table structures, specifically within the context of publications, which are part of replication features."
1522,aa7ff528942b9176,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a NULL-pointer crash occurring when certain JSON-related constructs are used with string-type arguments lacking a text cast. This is a crash during execution due to improper handling of data types, specifically related to type conversion in expressions involving string categories. The crash is not about query results or performance but about backend stability during execution."
1526,beb17d2cea61d72d,qwen3:30b-a3b,v2,Execution & correctness,0.95,true,false,"The fix addresses a security vulnerability where temporary tables from other sessions could be accessed, causing inconsistent query results. This is a memory-safety or access-control issue, not a numeric or performance problem."
1529,c826dec193d7d5a5,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses an off-by-one error in the free space map management during bulk table extension, which prevents the last block from being marked as free immediately. This is a storage management issue related to space allocation and vacuum processes, not a security or performance fix."
1535,b339144d5c9e0188,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a race condition during standby promotion in logical decoding, where a requested WAL segment might be removed before it could be processed, causing a temporary failure that required a retry. This is fundamentally about backend stability and concurrency during replication operations, not about query results, performance, or security."
1575,3bf35b0608aba6f8,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a test error in collation handling where the test incorrectly checked LC_CTYPE instead of LC_COLLATE, which could lead to wrong query results or index corruption when LC_CTYPE and LC_COLLATE settings differ. This is fundamentally about data type and collation behavior affecting query correctness."
1577,ab9462c6884adbfe,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses a planner issue where an IS NULL test on a NOT NULL column was incorrectly converted to constant FALSE, causing planner failures. This is fundamentally about query planning and optimization, specifically the planner's handling of logical expressions and constant folding."
1578,23f8ce31a56a6cfc,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a potential crash during query planning when inlining a SQL function with specific array-related constructs, which falls under backend stability not tied to a more specific area, thus category 6. There's no indication of security hardening or performance improvement."
1579,0509f50f8e5d3760,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses a potential issue in the planner related to MERGE statements with WHEN NOT MATCHED BY SOURCE actions, specifically preventing incorrect query results or varnullingrels errors. This falls under query planning and optimization, not execution or correctness, as it's about the planner's decision-making process."
1581,1f2c490148d606fb,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses an issue in B-tree index scans involving ScalarArrayOp, specifically when a scrollable cursor is backed up and then run forward, leading to incorrect query results. This is fundamentally about index correctness during execution."
1583,b11398dc21a02cc9,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses incorrect validation of COPY command options, specifically FORCE_NOT_NULL and FORCE_NULL, ensuring that invalid usages are properly rejected. This relates to the correct handling of SQL command semantics during execution, not to performance, security, or other categories."
1586,ed5787f6018db8f1,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a crash occurring when using ALTER DATABASE SET to modify a server parameter that relies on search-path-based lookup, specifically default_text_search_config. This is a stability issue related to backend behavior during a database configuration change, not a performance or security vulnerability."
1587,906105307dc0a2b6,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses repeated lookups of opclasses and collations during index creation on partitioned tables, which were causing failures due to restricted search_path and unexpected behavior with comments on parent indexes. This is fundamentally about the correctness of index creation and management on partitioned tables, not about performance or security."
1588,80099225aa9d08b4,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses a dependency issue where dropping an access method was allowed even when a partitioned table depended on it, which could lead to inconsistent behavior. This is fundamentally about ensuring correct dependencies for partitioned tables, falling under the 'Partitioning & inheritance' category."
1602,938aea86070949c3,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an issue where psql's describe commands failed with pre-9.4 servers due to using a function not present in those versions, which is a compatibility issue with older server versions. This is not a security or performance fix, but rather a client tool compatibility issue."
1604,792cc893c8f3e71b,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an issue where pg_basebackup and pg_receivewal failed to correctly match a replication password entry in ~/.pgpass when the database name field contained 'replication' and no -d or --dbname option was provided, causing an unexpected password prompt. This is fundamentally about client tool behavior related to password handling in authentication."
1605,a14ad73472a59d40,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a scenario in pg_combinebackup where an incremental backup file is mistakenly placed in a directory intended for full backups, causing potential data corruption or incorrect backup combination. This is a correctness issue in the backup tool's handling of file placement, not a security or performance concern."
1606,a55f6b1f9be6d350,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an issue in pg_combinebackup where filenames with double slashes were being constructed, which only affected error message readability without causing functional problems. This is a minor cosmetic issue in the client tool's error message handling."
1619,87527405395bf48e,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix reverts a change that caused issues with database and user names in connection requests, specifically addressing how over-length names are handled. It returns to the previous behavior of truncating names without encoding awareness, which is a correctness issue related to name handling in client connections."
1621,ac9ba4280034e4f4,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a refactoring issue that caused incorrect naming in the pg_stat_activity view, specifically adding a 'Lock' suffix to wait event names, which broke joins with pg_wait_events. This is about the correctness of the view's output and its alignment with expected naming conventions, not a security or performance issue."
1622,c9e88dc58b45bb90,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses an issue where a btree index scan with a ScalarArrayOp condition (e.g., = ANY) might not return all matching tuples, which is a correctness problem in index access. This falls under the 'Indexes' category as it pertains to the behavior of btree index scans."
1632,043f135224125bdf,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue with the pg_get_constraintdef function's handling of NOT NULL constraints on domains, which is related to the correct representation of constraint definitions in the system catalog. This is about ensuring the function returns accurate information about domain constraints, falling under data type and constraint semantics."
1634,6515e1cb60877a46,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses the correct handling of variable names in SQL/JSON query functions during deparse, specifically ensuring proper double-quoting of variable names when required. This relates to the correct rendering of SQL syntax, which falls under data type and text handling semantics."
1637,7f79d87ca1c4b115,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses a planning issue with UNION operations where input column datatypes differ, which could cause incorrect sorting or crashes. This is fundamentally about query planning and optimization, not security or performance."
1642,dda24b93e6370732,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a resource allocation issue where the slotsync worker process was incorrectly using the regular backend process slot pool, leading to potential failures in launching the worker or handling connection requests when the system is near the max_connections limit. This is fundamentally about process management and resource allocation within the backend processes, which falls under concurrency and locking as it affects how processes are managed and how resources are allocated to prevent failures in connection handling."
1645,5603bf4b3258e0ef,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,true,"The fix corrects a miscalculation in SLRU bank numbers, which affects the internal management of shared memory buffers but does not cause functional errors or crashes. It is about optimizing the internal buffer management to reduce contention, which is a performance-related adjustment."
1652,ed11bde13e4264f9,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a crash occurring when a background process checks a new value of synchronized_standby_slots, which relates to replication configuration. This is a stability issue in replication handling, not a security or performance fix."
